specialty,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
Military Hospital,2023-07,33546.24,623,575,2
Diet Technician,2019-05,33521.86,518,410,1
Electrophysiology PT,2021-06,33512.280000000006,1056,410,3
Clinical & Lab Immunology,2018-12,33492.090000000004,513,173,3
Critical Care Pediatric NP,2019-03,33413.780000000006,678,643,6
Neurorehab OT,2020-04,33399.560000000005,440,96,3
Other Technician,2022-02,33370.03,972,911,6
Hand PT,2018-02,33369.090000000004,2134,1010,5
Assistive Technology Practitioner,2024-08,33298.39,155,123,2
Legal Medicine,2022-03,33257.07,636,464,2
Birthing Center,2021-08,33214.56,1170,853,19
School NP,2021-08,33210.380000000005,1365,1107,6
Electrophysiology PT,2018-05,33205.43,1266,339,3
Electrophysiology PT,2021-10,33195.8,963,403,4
Art Therapist,2019-04,33149.77,558,134,6
Birthing Center,2020-06,33148.24,766,518,16
Electrophysiology PT,2020-12,33140.090000000004,1317,372,4
Critical Care Pediatric NP,2018-04,33114.67,687,658,6
Diet Technician,2018-10,33110.91,505,339,2
School NP,2021-12,33104.15,1356,953,5
Military Health,2019-11,33084.56,654,506,3
Recreation Therapist,2022-12,33076.32,369,138,5
Blood Bank,2018-02,33069.16,641,214,2
Legal Medicine,2022-06,33062.37,640,489,2
DOD Pharmacy,2018-04,33040.61,836,764,1
Legal Medicine,2018-01,32967.92999999999,403,317,3
Hand PT,2019-06,32950.47,3248,1220,5
Diet Technician,2018-11,32941.83,466,331,2
Addiction Nurse,2018-08,32940.56,1117,349,11
School NP,2023-10,32932.61,1081,971,7
Diet Technician,2018-12,32879.28,456,326,2
Neurology PT,2020-07,32842.090000000004,1214,437,5
Hand PT,2019-07,32823.76,3146,1143,6
Other Technician,2018-02,32784.06,950,904,7
Blood Bank,2018-03,32773.76,711,201,2
Critical Care Pediatric NP,2019-01,32756.59,693,640,5
School NP,2020-11,32664.309999999998,1713,1109,4
Hand Surgery,2019-11,32660.72,1642,1100,13
Electrophysiology PT,2021-08,32610.489999999998,1082,464,2
Diet Technician,2019-08,32591.289999999997,643,449,2
Hand PT,2019-04,32517.890000000003,2798,1077,6
Electrophysiology PT,2018-04,32496.75,1124,355,3
Community Health NP,2021-02,32469.000000000004,995,907,5
Hand PT,2019-09,32434.619999999995,2527,1010,6
Art Therapist,2019-05,32384.549999999996,545,138,6
Military Health,2022-10,32367.109999999997,434,353,3
Cardiovascular Technologist,2021-05,32362.64,728,703,6
Psychoanalyst,2019-05,32361.7,657,420,8
Other Technician,2024-04,32347.739999999998,1020,858,9
Military Health,2018-04,32301.5,324,293,1
DOD Pharmacy,2018-06,32298.079999999998,831,766,1
Cardiovascular Technologist,2022-05,32296.49,628,579,7
Cardiovascular Technologist,2023-09,32239.879999999997,649,624,4
School NP,2022-09,32221.61,1140,894,5
Cardiovascular Technologist,2023-11,32172.69,793,719,4
Electrophysiology PT,2024-08,32090.85,1055,447,4
Critical Care Pediatric NP,2019-02,32073.04,638,605,6
Community Health NP,2021-01,31986.449999999997,890,851,4
Community Health NP,2022-02,31967.82,969,810,4
Critical Care Pediatric NP,2020-03,31942.449999999997,494,444,3
Cardiovascular Technologist,2022-08,31907.059999999994,639,598,6
Migrant Health Center,2023-07,31859.17,11219,9628,3
Critical Care Pediatric NP,2018-05,31858.760000000002,569,555,7
Birthing Center,2020-09,31833.41,804,583,15
Community Health NP,2020-03,31784.940000000002,1099,1033,6
Community Health NP,2021-07,31780.29,395,350,2
Diagnostic Technologist,2021-01,31776.72,519,420,6
Bariatric Medicine,2019-07,31707.7,313,283,5
Sports PT,2020-06,31697.11,1134,442,6
Electrophysiology PT,2019-03,31686.190000000002,1026,366,3
School NP,2024-09,31675.829999999998,1141,937,6
Military Health,2018-06,31620.070000000003,324,289,1
Diagnostic Technologist,2021-05,31461.890000000003,647,456,8
School NP,2022-05,31433.530000000006,779,707,3
Electrophysiology PT,2022-02,31346.11,986,359,3
Bariatric Medicine,2021-09,31328.510000000002,490,394,4
Neurology PT,2020-08,31316.92,1091,413,6
Diagnostic Technologist,2021-02,31316.870000000003,518,403,6
Other Technician,2018-11,31260.780000000002,701,622,7
Clinical & Lab Immunology,2022-01,31242.269999999997,1035,834,3
Addiction Nurse,2018-05,31230.32,1185,313,8
Military Hospital,2023-12,31185.33,726,683,2
Cardiovascular Technologist,2023-04,31173.590000000004,724,636,4
Other Technician,2021-10,31126.010000000002,496,408,7
School NP,2022-12,31110.779999999995,1357,817,4
Other Technician,2024-05,31106.369999999995,1140,969,8
Pharmacy Technician,2019-12,31103.47,138,99,4
Military Health,2019-08,31090.64,547,464,3
Bariatric Medicine,2020-02,31085.800000000003,296,274,5
School NP,2023-11,31079.909999999996,757,678,6
Military Health,2018-01,31034.53,352,322,1
Anesthesiologist Assistant,2019-02,30992.239999999998,651,573,6
Other Technician,2024-08,30991.69,1028,921,9
Electrophysiology PT,2019-02,30934.070000000003,1116,394,3
Addiction Nurse,2024-12,30914.679999999993,514,388,7
Electrophysiology PT,2019-05,30894.730000000003,944,406,3
School NP,2020-10,30886.059999999998,1806,1152,6
Electrophysiology PT,2021-12,30881.830000000005,856,326,3
Pharmacy Technician,2020-10,30860.24,172,119,5
Assistive Technology Practitioner,2024-02,30849.41,137,80,2
Psychoanalyst,2019-04,30772.220000000005,592,399,8
Ambulatory Care Nurse,2019-03,30758.11,725,591,3
Addiction Nurse,2018-07,30752.0,1252,341,10
Migrant Health Center,2023-09,30738.050000000003,13383,11847,3
Anesthesiologist Assistant,2024-09,30737.13,389,350,5
Technician/Technologist,2020-05,30728.440000000002,1541,1244,7
Other Technician,2021-06,30717.89,833,737,7
Recreation Therapist,2020-05,30714.640000000003,238,85,4
Critical Care Pediatric NP,2018-12,30677.700000000004,584,555,5
Pathology Technician,2024-03,30676.46,545,347,3
Independent Medical Examiner,2024-06,30662.87,260,226,3
Birthing Center,2024-02,30617.93,684,410,13
Art Therapist,2019-06,30607.960000000006,508,145,7
Hand PT,2019-08,30523.170000000002,2644,1057,6
Neurorehab OT,2018-02,30496.55,427,174,1
Electrophysiology PT,2019-01,30457.92,1031,355,3
Legal Medicine,2023-02,30450.86,583,478,2
Anesthesiologist Assistant,2020-05,30442.539999999997,344,270,6
Migrant Health Center,2022-09,30282.670000000002,6558,6401,2
Critical Care NP,2018-11,30274.23,452,84,2
Electrophysiology PT,2024-09,30260.489999999998,904,372,4
Critical Care Pediatric NP,2019-05,30231.190000000002,543,520,6
Critical Care NP,2024-01,30203.47,1131,486,8
DOD Pharmacy,2024-02,30196.640000000007,666,600,1
Legal Medicine,2021-10,30195.22,660,506,1
Clinical & Lab Immunology,2024-02,30185.39,1500,896,5
Birthing Center,2019-03,30173.97,356,208,9
Pathology Technician,2024-02,30092.79,511,320,3
Cardiovascular Technologist,2023-01,30087.789999999997,932,690,5
Critical Care Pediatric NP,2019-04,30087.42,517,483,6
School NP,2024-01,30062.749999999996,573,440,3
Recreation Therapist,2020-07,30050.819999999996,342,81,4
Independent Medical Examiner,2024-03,30049.01,264,247,3
Pharmacy Technician,2020-12,29997.52,75,44,2
Legal Medicine,2022-01,29855.339999999997,714,471,2
Electrophysiology PT,2019-04,29848.74,843,373,4
Electrophysiology PT,2021-01,29801.739999999998,1349,415,4
Independent Medical Examiner,2023-12,29641.44,623,283,2
Migrant Health Center,2022-10,29638.85,6347,6155,2
Community Health NP,2019-10,29633.940000000002,458,389,7
Assistive Technology Practitioner,2024-09,29592.57,159,131,2
Independent Medical Examiner,2024-05,29561.57,256,241,3
Art Therapist,2019-07,29513.739999999998,436,115,5
Bariatric Medicine,2022-05,29491.61,391,349,4
School NP,2021-04,29476.940000000002,1322,974,2
Critical Care Pediatric NP,2018-06,29474.850000000002,608,587,5
Addiction Nurse,2018-03,29382.679999999997,1322,401,10
Addiction Nurse,2018-06,29381.820000000003,1029,305,8
Electrophysiology PT,2018-07,29300.2,961,371,3
Legal Medicine,2022-09,29261.99,589,410,1
Other Technician,2021-08,29203.51,708,643,7
Pharmacy Technician,2023-07,29198.839999999997,287,149,5
Assistive Technology Practitioner,2023-09,29187.16,134,76,2
Electrophysiology PT,2021-09,29089.989999999994,1020,386,4
Legal Medicine,2020-03,29038.260000000002,321,235,2
Homeopath,2022-10,29021.17,361,149,2
Military Hospital,2021-02,29002.129999999997,357,311,2
Hand Surgery,2020-03,28985.230000000003,1789,1150,11
Community Health NP,2022-08,28979.24,1054,783,7
Neurology PT,2024-11,28941.74,873,457,6
DOD Pharmacy,2018-03,28900.480000000003,732,687,1
Migrant Health Center,2023-02,28885.910000000003,11783,10227,3
Legal Medicine,2022-10,28800.81,541,426,2
Bariatric Medicine,2022-08,28746.960000000003,535,439,6
Other Technician,2018-04,28733.879999999997,954,815,8
Chronic Disease Hospital,2024-11,28715.68,781,694,3
School NP,2018-10,28674.880000000005,2057,1023,8
Migrant Health Center,2022-11,28658.8,6015,5904,2
Critical Care Pediatric NP,2018-11,28648.200000000004,696,656,4
School NP,2022-02,28634.79,1060,777,6
Ambulatory Care Nurse,2018-09,28613.11,425,357,3
Legal Medicine,2022-04,28575.750000000004,495,432,2
Pathology Technician,2024-04,28570.89,530,356,3
Migrant Health Center,2022-08,28549.790000000005,6735,6451,3
Migrant Health Center,2023-05,28538.100000000002,10432,9923,3
Sports Medicine,2020-04,28488.41,816,581,10
Military Health,2022-05,28486.440000000006,403,302,4
Legal Medicine,2024-01,28469.399999999998,613,431,2
Assistive Technology Practitioner,2023-07,28423.949999999997,131,74,2
Migrant Health Center,2022-07,28420.969999999998,7153,6989,3
Clinical & Lab Immunology,2019-06,28412.670000000002,426,136,3
Recreation Therapist,2020-08,28391.47,336,82,4
School NP,2020-12,28369.209999999995,1492,984,2
Migrant Health Center,2023-06,28365.870000000003,11885,11056,3
School NP,2024-08,28345.86,1178,860,4
Ambulatory Care Nurse,2020-10,28303.6,397,376,2
Dance Therapist,2024-08,28284.41,296,181,2
Bariatric Medicine,2022-01,28188.499999999996,519,467,6
Critical Care Neonatal NP,2023-03,28176.969999999998,822,699,3
Bariatric Medicine,2023-08,28151.27,508,412,6
Assistive Technology Practitioner,2023-05,28146.85,158,75,2
Critical Care Neonatal NP,2022-08,28078.38,706,619,3
Electrophysiology PT,2022-07,28062.66,943,368,4
School NP,2022-07,28043.279999999995,877,643,1
Neurology PT,2021-08,28036.08,664,190,6
Legal Medicine,2021-07,28010.28,566,440,3
Recreation Therapist,2020-06,27973.84,276,78,4
Ambulatory Care Nurse,2019-10,27972.54,515,491,3
Legal Medicine,2022-08,27928.67,525,414,2
Cardiovascular Technologist,2023-02,27894.72,772,627,4
Cardiopulmonary PT,2019-05,27838.739999999998,1105,356,3
Pharmacy Technician,2023-01,27797.890000000003,67,53,3
Community Health NP,2020-11,27771.120000000003,921,835,5
Pharmacy Technician,2021-02,27761.74,87,50,3
Homeopath,2021-06,27753.350000000002,595,207,4
Migrant Health Center,2023-04,27739.68,9778,9489,3
Pathology Technician,2024-05,27736.69,547,390,3
Ambulatory Care Nurse,2019-08,27710.52,640,551,3
Anesthesiologist Assistant,2018-12,27689.71,2569,2233,7
Birthing Center,2021-09,27688.39,1164,723,16
Assistive Technology Practitioner,2023-11,27677.15,116,81,2
Military Health,2022-07,27666.51,467,358,3
Hand PT,2019-03,27654.859999999997,2395,1081,5
Hand PT,2020-11,27647.09,1251,603,3
Military Health,2019-07,27643.140000000003,282,264,3
Cardiovascular Technologist,2023-10,27638.61,759,647,4
Recreation Therapist,2020-04,27630.04,286,65,4
Legal Medicine,2023-11,27610.01,680,497,2
Diagnostic Technologist,2021-04,27590.07,507,394,8
Independent Medical Examiner,2024-09,27535.18,257,237,3
Other Technician,2021-09,27493.58,754,674,7
Doula,2024-12,27477.37,240,154,4
Critical Care Pediatric NP,2018-02,27474.629999999997,664,640,5
Military Hospital,2021-01,27450.39,332,289,2
Dance Therapist,2024-05,27443.21,318,188,2
Recreation Therapist,2021-12,27411.68,349,144,4
Other Technician,2018-06,27411.31,689,659,6
Pharmacy Technician,2020-06,27318.34,92,78,3
DOD Pharmacy,2018-02,27286.689999999995,664,633,1
Pathology Technician,2024-01,27283.43,455,285,3
Electrophysiology PT,2022-01,27274.510000000002,717,320,3
Assistive Technology Practitioner,2024-06,27273.28,137,86,2
Other Technician,2021-07,27156.839999999997,774,734,6
Hand PT,2018-10,27113.96,2575,1087,5
Cardiovascular Technologist,2021-08,27087.78,786,706,6
Legal Medicine,2023-09,27069.54,690,474,3
School NP,2024-04,27053.149999999998,1029,695,3
Migrant Health Center,2022-04,27035.48,6531,6288,2
Critical Care Pediatric NP,2019-07,27018.789999999997,408,394,6
Critical Care Pediatric NP,2018-09,26999.190000000002,529,496,6
Cardiovascular Technologist,2021-07,26970.61,598,570,8
School NP,2020-09,26967.950000000004,1590,1020,3
DOD Pharmacy,2024-05,26964.539999999994,819,668,1
Homeopath,2022-09,26959.34,342,156,2
Clinical & Lab Immunology,2024-05,26934.530000000002,279,249,3
Bariatric Medicine,2020-12,26933.65,578,536,5
Psychoanalyst,2018-07,26908.07,541,387,5
Critical Care Neonatal NP,2022-03,26881.02,729,608,3
Migrant Health Center,2022-06,26863.879999999997,5651,5572,2
Ambulatory Care Nurse,2019-02,26863.55,694,541,3
DOD Pharmacy,2018-01,26757.01,669,651,1
Pharmacy Technician,2020-07,26708.61,47,30,2
Recreation Therapist,2022-01,26681.32,358,119,4
Independent Medical Examiner,2024-02,26632.510000000002,268,210,2
Birthing Center,2023-11,26591.09,780,424,14
Migrant Health Center,2022-03,26567.9,5895,5776,2
Cardiovascular Technologist,2023-03,26558.470000000005,679,627,6
Electrophysiology PT,2019-07,26550.93,917,342,2
Hand Surgery,2020-05,26550.040000000008,1424,930,11
Birthing Center,2024-04,26494.270000000004,573,360,11
Migrant Health Center,2022-05,26456.96,6532,6382,2
Homeopath,2021-11,26432.99,541,199,3
Radiologic Technologist,2024-12,26381.04,706,623,4
Critical Care Neonatal NP,2023-09,26355.4,706,620,4
Addiction Nurse,2018-04,26345.789999999997,1233,347,9
Recreation Therapist,2022-02,26342.55,312,120,4
Community Health NP,2020-12,26328.899999999998,892,827,4
Military Clinical Lab,2023-04,26245.97,2631,928,2
Military Health,2019-10,26143.690000000002,604,487,3
Homeopath,2021-09,26077.5,568,195,3
Ambulatory Care Nurse,2020-09,26055.97,354,347,1
School NP,2021-07,26014.719999999998,1130,871,2
Other Technician,2020-11,25992.71,505,434,6
Cardiovascular Technologist,2022-06,25989.99,395,393,6
School NP,2020-01,25983.89,1156,904,6
Bariatric Medicine,2021-01,25957.729999999996,480,439,5
Other Technician,2021-04,25955.429999999997,969,886,6
Pharmacy Technician,2021-11,25917.570000000003,143,100,4
Homeopath,2021-10,25915.94,587,209,3
School NP,2020-07,25909.890000000003,1763,986,1
School NP,2024-10,25899.589999999997,1046,904,6
DOD Pharmacy,2024-04,25876.339999999997,693,610,1
Migrant Health Center,2023-08,25876.19,11219,10585,3
Migrant Health Center,2023-03,25868.11,14000,11511,3
Hand PT,2018-11,25863.34,2151,883,3
Critical Care Neonatal NP,2023-01,25827.010000000002,693,582,4
Art Therapist,2019-02,25766.260000000002,411,113,5
Legal Medicine,2022-07,25757.47,512,372,2
Legal Medicine,2022-05,25750.030000000002,441,374,1
Bariatric Medicine,2020-10,25721.879999999997,502,447,6
Dance Therapist,2024-04,25714.730000000003,283,179,2
Bariatric Medicine,2023-11,25674.68,448,362,7
Electrophysiology PT,2020-10,25659.839999999997,961,309,2
Psychoanalyst,2018-05,25637.89,558,427,5
Birthing Center,2021-04,25636.879999999997,876,616,18
Assistive Technology Practitioner,2023-06,25629.989999999998,141,73,2
Hand PT,2020-06,25592.99,825,544,3
Cardiovascular Technologist,2021-09,25584.129999999997,695,573,7
Homeopath,2021-12,25563.16,531,192,3
Independent Medical Examiner,2024-04,25508.510000000002,257,240,3
Bariatric Medicine,2024-05,25498.79,413,356,7
Migrant Health Center,2023-01,25484.359999999997,6899,6637,3
Cardiovascular Technologist,2022-09,25479.170000000002,560,538,6
Ambulatory Care Nurse,2020-07,25394.6,435,407,3
Critical Care Neonatal NP,2023-10,25393.32,788,626,4
Recreation Therapist,2021-10,25362.670000000002,318,104,4
Blood Bank,2018-10,25355.300000000003,468,169,1
Legal Medicine,2021-03,25351.56,564,451,2
Community Health NP,2020-09,25333.04,818,782,5
Clinical & Lab Immunology,2019-05,25307.65,391,137,3
Migrant Health Center,2022-12,25293.0,5914,5860,2
Electrophysiology PT,2018-03,25236.039999999994,789,243,3
Pharmacy Technician,2023-12,25222.899999999998,448,228,4
Military Hospital,2020-12,25193.55,343,289,2
Ambulatory Care Nurse,2018-08,25179.4,574,340,2
Critical Care Neonatal NP,2022-07,25156.01,672,580,4
Homeopath,2021-01,25138.22,525,153,3
Pharmacy Technician,2019-08,25137.510000000002,211,197,3
Electrophysiology PT,2018-09,25089.410000000003,889,368,2
Electrophysiology PT,2022-12,25076.65,838,327,2
Other Technician,2019-01,25025.109999999997,1012,952,7
Bariatric Medicine,2021-04,24981.53,536,483,5
Addiction Nurse,2018-01,24964.789999999997,1256,336,9
Cardiopulmonary PT,2019-03,24952.260000000002,1020,309,3
Critical Care Neonatal NP,2021-11,24888.319999999996,785,637,3
Clinical & Lab Immunology,2019-07,24864.76,391,131,3
Other Technician,2020-12,24850.8,700,617,8
Pharmacy Technician,2021-07,24807.7,96,66,4
Bariatric Medicine,2022-09,24792.909999999996,414,351,7
Birthing Center,2019-05,24770.39,459,305,8
DOD Pharmacy,2023-09,24751.39,664,591,1
Cardiovascular Technologist,2021-12,24720.949999999997,681,582,6
Technician/Technologist,2024-12,24704.3,553,522,4
Assistive Technology Practitioner,2023-12,24688.309999999998,110,79,2
Birthing Center,2020-11,24668.12,714,511,16
Community Health NP,2022-06,24663.010000000002,482,415,6
Other Technician,2018-09,24628.36,810,779,6
Other Technician,2018-03,24621.969999999998,1171,966,8
Recreation Therapist,2021-09,24613.270000000004,309,111,4
School NP,2020-02,24601.920000000002,1186,786,7
Cardiopulmonary PT,2018-05,24592.489999999998,661,224,3
Cardiopulmonary PT,2019-04,24554.27,1059,313,3
Electrophysiology PT,2020-09,24547.28,1033,289,2
Electrophysiology PT,2024-11,24531.49,607,275,2
Sports Medicine,2024-12,24524.460000000003,3449,2485,10
Clinical & Lab Immunology,2019-10,24493.75,349,114,3
School NP,2018-04,24491.789999999997,736,533,8
Cardiovascular Technologist,2021-10,24486.31,622,513,8
Other Technician,2019-08,24482.22,1176,948,6
Birthing Center,2024-01,24466.200000000004,553,364,12
Birthing Center,2018-02,24426.679999999997,172,129,5
Pathology Technician,2024-08,24426.11,432,288,4
Electrophysiology PT,2018-06,24423.05,817,323,3
Doula,2021-01,24392.34,125,49,3
Neurology PT,2020-01,24344.43,634,196,8
Ambulatory Care Nurse,2019-07,24320.26,426,362,3
Birthing Center,2021-02,24309.41,717,572,16
Migrant Health Center,2023-11,24297.67,12293,8350,4
Pathology Technician,2024-10,24273.46,376,216,3
Assistive Technology Practitioner,2023-04,24260.91,164,80,3
Homeopath,2021-08,24211.59,556,200,3
Assistive Technology Practitioner,2023-10,24168.48,101,77,2
Critical Care Neonatal NP,2024-04,24120.409999999996,675,556,4
Critical Care Neonatal NP,2023-08,24042.48,703,596,4
Art Therapist,2019-03,23977.09,410,112,5
Other Technician,2018-10,23935.02,793,752,6
Bariatric Medicine,2022-04,23918.05,452,413,5
Critical Care Neonatal NP,2022-05,23861.969999999998,703,561,4
Dance Therapist,2024-01,23839.65,298,158,3
Hand PT,2019-02,23802.390000000003,2356,978,3
Pathology Technician,2023-03,23768.57,544,388,4
Critical Care Neonatal NP,2022-09,23764.9,645,566,3
Anesthesiologist Assistant,2024-11,23734.059999999998,350,324,4
Critical Care Neonatal NP,2021-10,23719.769999999997,701,600,3
School NP,2024-03,23663.22,657,586,4
Homeopath,2020-12,23650.629999999997,505,164,3
Migrant Health Center,2023-10,23635.449999999997,13560,9757,4
